1,54,50764,50764,5+0+7+(6)+(4)
2,141,118397,59198,1+1+8+(3)+9+(7)
3,147,121750,40583,(1+2+1)+(7)+5+0
4,147,121751,30437,(1+2+1)+(7)+5+1
5,147,121752,24350,(1+2+1)+7+(5+2)
6,147,121753,20292,(1+2+1)+(7)+5+3
7,147,121754,17393,1+2+1+(7)+5+(4)
8,147,121755,15219,(1+2+1)+(7)+5+5
9,147,121756,13528,(1+2+1)+(7)+5+6
10,147,121757,12175,(1+2+1)+(7)+5+7
11,147,121758,11068,(1+2+1)+(7)+5+8
12,147,121759,10146,(1+2+1)+(7)+5+9
13,455,262280,20175,2+6+(2)+(2)+(8+0)
14,455,262281,18734,2+6+(2)+(2)+(8)+1
15,455,262282,17485,2+(6+2)+(2)+8+(2)
16,455,262283,16392,2+6+(2)+(2)+(8)+3
17,455,262284,15428,2+6+(2)+(2)+(8)+4
18,455,262285,14571,2+6+(2)+(2)+(8)+5
19,455,262286,13804,2+6+(2)+(2)+(8)+6
20,455,262287,13114,2+6+(2)+(2)+(8)+7
21,455,262288,12489,2+6+(2)+(2)+(8)+8
22,455,262289,11922,2+6+(2)+(2)+(8)+9
23,1092,528453,22976,5+(2)+(8)+(4)+(5+3)
24,1092,528458,22019,5+(2)+(8)+(4)+5+(8)
25,1099,531450,21258,5+3+1+(4+5+0)
26,1099,531451,20440,5+3+1+(4+5)+1
27,1099,531452,19683,5+3+1+(4+5)+2
28,1099,531453,18980,5+3+1+(4+5)+3
29,1099,531454,18326,5+3+1+4+(5+4)
30,1099,531455,17715,5+3+1+(4+5)+5
31,1099,531456,17143,5+3+1+(4+5)+6
32,1099,531457,16608,5+3+1+(4+5)+7
33,1099,531458,16104,5+3+1+(4+5)+8
34,1099,531459,15631,5+3+1+(4+5)+9
35,1106,533633,15246,5+(3)+(3+6)+(3)+(3)
36,1106,533639,14823,5+(3)+(3)+6+(3)+(9)
37,1151,548834,14833,(5)+(4)+(8)+(8)+(3)+(4)
38,1420,649837,17100,6+4+(9)+8+(3)+(7)
39,1429,653197,16748,6+5+(3+1)+(9)+(7)
40,1769,774931,19373,(7)+(7)+(4)+(9)+(3+1)
41,1769,774934,18900,(7)+(7)+(4)+(9)+3+(4)
42,1921,833088,19835,(8)+(3+3)+(0+8)+(8)
2404
