1,0,283,283,(2)+8+(3),283
2,1,1274,637,(1+2)+7+(4),1274
3,1,4150,1383,(4)+1+(5+0),4150
4,1,4151,1037,(4)+1+(5)+1,4151
5,1,4152,830,(4)+1+(5)+2,4152
6,1,4153,692,(4)+1+(5)+3,4153
7,1,4154,593,4+1+(5)+(4),4154
8,1,4155,519,(4)+1+(5)+5,4155
9,1,4156,461,(4)+1+(5)+6,4156
10,1,4157,415,(4)+1+(5)+7,4157
11,1,4158,378,(4)+1+(5)+8,4158
12,1,4159,346,(4)+1+(5)+9,4159
13,2,16852,1296,(1+6)+8+5+(2),16852
14,3,17840,1274,1+(7)+8+(4+0),17840
15,3,17841,1189,1+(7)+8+(4)+1,17841
16,3,17842,1115,1+(7)+8+(4)+2,17842
17,3,17843,1049,1+(7)+8+(4)+3,17843
18,3,17844,991,1+(7)+8+(4)+4,17844
19,3,17845,939,1+(7)+8+(4)+5,17845
20,3,17846,892,1+(7)+8+(4)+6,17846
21,3,17847,849,1+(7)+8+(4)+7,17847
22,3,17848,811,1+(7)+8+(4)+8,17848
23,3,17849,776,1+(7)+8+(4)+9,17849
24,3,20175,840,(2+0+1)+(7)+(5),20175
25,3,23057,922,(2+3)+(0+5)+(7),23057
26,4,24597,946,(2+4)+5+9+(7),24597
27,5,32780,1214,3+2+7+(8+0),32780
28,5,32781,1170,3+2+7+(8)+1,32781
29,5,32782,1130,3+2+7+(8)+2,32782
30,5,32783,1092,3+2+7+(8)+3,32783
31,5,32784,1057,3+2+7+(8)+4,32784
32,5,32785,1024,3+2+7+(8)+5,32785
33,5,32786,993,3+2+7+(8)+6,32786
34,5,32787,964,3+2+7+(8)+7,32787
35,5,32788,936,3+2+7+(8)+8,32788
36,5,32789,910,3+2+7+(8)+9,32789
37,5,34035,919,(3)+(4+0)+(3+5),34035
38,5,34038,895,3+(4+0)+(3)+(8),34038
39,6,36385,932,(3)+6+(3)+(8)+(5),36385
40,9,54748,1368,(5)+(4)+(7)+(4)+(8),54748
41,9,55825,1361,(5)+(5)+(8)+(2+5),55825
42,9,55827,1329,(5)+(5)+(8)+2+(7),55827
43,9,57356,1333,5+(7)+(3+5)+(6),57356
44,9,59060,1342,5+(9+0)+6+0,59060
45,9,59061,1312,5+(9+0)+6+1,59061
46,9,59062,1283,5+(9+0)+6+2,59062
47,9,59063,1256,5+9+0+(6+3),59063
48,9,59064,1230,5+(9+0)+6+4,59064
49,9,59065,1205,5+(9+0)+6+5,59065
50,9,59066,1181,5+(9+0)+6+6,59066
51,9,59067,1158,5+(9+0)+6+7,59067
52,9,59068,1135,5+(9+0)+6+8,59068
53,9,59069,1114,5+(9+0)+6+9,59069
54,9,59332,1098,5+(9)+(3)+3+(2),59332
55,11,69965,1272,6+(9)+9+(6)+(5),69965
56,12,76894,1373,(7)+6+8+(9)+(4),76894
57,13,82378,1445,(8)+(2)+3+(7)+(8),82378
58,15,91820,1583,(9)+1+(8)+2+0,91820
