1,0,283,283,(2)+8+(3)
2,0,1274,637,(1+2)+7+(4)
3,1,4150,1383,(4)+1+(5+0)
4,1,4151,1037,(4)+1+(5)+1
5,1,4152,830,(4)+1+(5)+2
6,1,4153,692,(4)+1+(5)+3
7,1,4154,593,4+1+(5)+(4)
8,1,4155,519,(4)+1+(5)+5
9,1,4156,461,(4)+1+(5)+6
10,1,4157,415,(4)+1+(5)+7
11,1,4158,378,(4)+1+(5)+8
12,1,4159,346,(4)+1+(5)+9
13,3,16852,1296,(1+6)+8+5+(2)
14,4,17840,1274,1+(7)+8+(4+0)
15,4,17841,1189,1+(7)+8+(4)+1
16,4,17842,1115,1+(7)+8+(4)+2
17,4,17843,1049,1+(7)+8+(4)+3
18,4,17844,991,1+(7)+8+(4)+4
19,4,17845,939,1+(7)+8+(4)+5
20,4,17846,892,1+(7)+8+(4)+6
21,4,17847,849,1+(7)+8+(4)+7
22,4,17848,811,1+(7)+8+(4)+8
23,4,17849,776,1+(7)+8+(4)+9
24,4,20175,840,(2+0+1)+(7)+(5)
25,5,23057,922,(2+3)+(0+5)+(7)
26,5,24597,946,(2+4)+5+9+(7)
27,7,32780,1214,3+2+7+(8+0)
28,7,32781,1170,3+2+7+(8)+1
29,7,32782,1130,3+2+7+(8)+2
30,7,32783,1092,3+2+7+(8)+3
31,7,32784,1057,3+2+7+(8)+4
32,7,32785,1024,3+2+7+(8)+5
33,7,32786,993,3+2+7+(8)+6
34,7,32787,964,3+2+7+(8)+7
35,7,32788,936,3+2+7+(8)+8
36,7,32789,910,3+2+7+(8)+9
37,8,34035,919,(3)+(4)+(0+3+5)
38,8,34038,895,3+(4)+(0+3)+(8)
39,8,36385,932,(3)+6+(3)+(8)+(5)
40,13,54748,1368,(5)+(4)+(7)+(4)+(8)
41,13,55825,1361,(5)+(5)+(8)+(2+5)
42,13,55827,1329,(5)+(5)+(8)+2+(7)
43,14,57356,1333,5+(7)+(3+5)+(6)
44,14,59060,1342,5+(9)+0+6+0
45,14,59061,1312,5+(9)+0+6+1
46,14,59062,1283,5+(9)+0+6+2
47,14,59063,1256,5+9+(0+6+3)
